USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23824 14420 ?        Ss   09:19   0:03 /sbin/init splash
supprit   189660  0.7  0.7 1461344404 114968 ?   Sl   21:22   0:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,97408313413647993,454272601349491535,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
supprit   189685  4.6  1.5 1461335044 249732 ?   Sl   21:22   0:07 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,97408313413647993,454272601349491535,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708996619331833
supprit   189739  0.0  0.0  12772  9732 pts/1    Ss   21:22   0:00 /usr/bin/bash --init-file /snap/code/223/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
supprit   190130  2.1  0.3 120616 53156 ?        Sl   21:22   0:03 /home/supprit/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
supprit   190178  0.0  0.1 4265404 23640 ?       Sl   21:22   0:00 /home/supprit/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 190130 {C9826214-2C26-4CB5-96B1-A231B450BA09}
supprit   190335  0.0  0.3 67851952 49436 ?      Sl   21:23   0:00 /opt/brave.com/brave/brave --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6588332874823790852,12402553132021827367,524288 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   190347 11.3  2.5 1463588036 407128 ?   Sl   21:23   0:15 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=207 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=33068911508 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14277476335767530414,16354337637446504133,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   190362  2.3  1.2 1461871776 191916 ?   Sl   21:23   0:03 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=208 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=33069448253 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5214855185109440372,16824319331277597455,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   190548  0.4  0.8 1460044328 141196 ?   Sl   21:23   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=209 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=33098037922 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9589936638270891143,6911574186642055524,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   190601  0.1  0.8 1460041840 130696 ?   Sl   21:23   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=210 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=33102389514 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13368977367526684283,14597659983906383199,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   190652  0.0  0.4 1459994052 75364 ?    Sl   21:23   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=211 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=33110035521 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8093620208201844823,13833530063266947072,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   190742  0.1  0.1 4265440 24332 ?       Sl   21:24   0:00 /home/supprit/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 190130 {9E56141F-DC9F-44CF-B31B-72AF9A5849A8}
root      190837  0.0  0.0      0     0 ?        I<   21:24   0:00 [kworker/u76:1]
root      191146  0.0  0.0      0     0 ?        I    21:25   0:00 [kworker/14:1-events]
root      191304  0.0  0.0      0     0 ?        I    21:25   0:00 [kworker/15:2]
supprit   191352  0.0  0.0   2552  1536 pts/1    S+   21:25   0:00 ./a.out
supprit   191353  0.0  0.0   2804  1812 pts/1    S+   21:25   0:00 sh -c -- ps aux > x1.txt
supprit   191354  0.0  0.0  11528  5184 pts/1    R+   21:25   0:00 ps aux
